Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
2475,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.506,0.51,0.105,0.096,0.46,0.509,0.404,0.549,0.529,0.505,0.097,0.098,0.456,0.505,0.393,0.531,0.499,0.502,0.095,0.092,0.453,0.506,0.398,0.542,0.511,0.507,0.095,0.092,0.457,0.505,0.408,0.542,0.086,0.086,0.086,0.087,0.087,0.087,0.086,0.089
2490,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.525,0.509,0.106,0.097,0.46,0.508,0.402,0.549,0.502,0.504,0.098,0.099,0.454,0.505,0.391,0.531,0.5,0.501,0.095,0.093,0.453,0.505,0.396,0.541,0.518,0.507,0.096,0.093,0.456,0.506,0.404,0.541,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2505,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.505,0.508,0.107,0.097,0.459,0.508,0.4,0.548,0.527,0.503,0.099,0.099,0.454,0.504,0.385,0.53,0.504,0.501,0.096,0.093,0.451,0.505,0.393,0.541,0.54,0.507,0.096,0.093,0.455,0.503,0.402,0.541,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2520,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.504,0.508,0.108,0.098,0.459,0.507,0.397,0.547,0.498,0.504,0.099,0.1,0.453,0.504,0.387,0.529,0.498,0.501,0.096,0.093,0.45,0.504,0.39,0.54,0.516,0.506,0.097,0.094,0.454,0.503,0.398,0.541,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2535,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.504,0.507,0.11,0.098,0.458,0.506,0.395,0.548,0.516,0.503,0.1,0.101,0.454,0.503,0.38,0.529,0.497,0.5,0.097,0.094,0.45,0.504,0.385,0.54,0.531,0.505,0.098,0.094,0.453,0.503,0.396,0.54,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2550,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.503,0.506,0.111,0.099,0.457,0.507,0.391,0.547,0.526,0.502,0.101,0.101,0.452,0.504,0.381,0.529,0.501,0.506,0.098,0.094,0.449,0.503,0.382,0.539,0.531,0.505,0.098,0.095,0.453,0.502,0.392,0.539,0.086,0.086,0.086,0.087,0.087,0.087,0.086,0.089
2565,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.503,0.506,0.112,0.099,0.457,0.505,0.389,0.547,0.5,0.502,0.102,0.102,0.451,0.502,0.378,0.529,0.506,0.499,0.098,0.095,0.449,0.502,0.38,0.538,0.537,0.504,0.099,0.095,0.452,0.502,0.392,0.539,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2580,0.085,0.086,0.086,0.086,0.088,0.086,0.087,0.086,0.504,0.505,0.113,0.1,0.456,0.505,0.386,0.546,0.499,0.501,0.103,0.102,0.451,0.501,0.374,0.528,0.496,0.499,0.099,0.095,0.448,0.502,0.375,0.538,0.529,0.504,0.1,0.096,0.452,0.501,0.388,0.539,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2595,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.506,0.505,0.114,0.101,0.455,0.504,0.385,0.545,0.496,0.501,0.104,0.103,0.45,0.501,0.372,0.527,0.495,0.499,0.1,0.096,0.447,0.502,0.375,0.537,0.511,0.504,0.1,0.096,0.451,0.5,0.386,0.538,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.09
2610,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.503,0.504,0.116,0.102,0.455,0.504,0.382,0.545,0.496,0.499,0.105,0.103,0.449,0.501,0.372,0.526,0.494,0.498,0.101,0.097,0.447,0.501,0.371,0.537,0.513,0.503,0.101,0.097,0.451,0.5,0.384,0.537,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.09
2625,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.533,0.504,0.117,0.102,0.454,0.503,0.382,0.544,0.497,0.5,0.106,0.104,0.448,0.5,0.367,0.526,0.494,0.497,0.101,0.097,0.446,0.501,0.367,0.537,0.509,0.502,0.102,0.098,0.45,0.499,0.382,0.537,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2640,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.513,0.504,0.118,0.103,0.453,0.503,0.379,0.545,0.504,0.5,0.107,0.105,0.448,0.5,0.367,0.526,0.494,0.497,0.102,0.098,0.445,0.501,0.364,0.536,0.517,0.503,0.103,0.098,0.449,0.499,0.38,0.537,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.09
2655,0.085,0.086,0.086,0.086,0.088,0.086,0.087,0.086,0.501,0.503,0.119,0.104,0.452,0.502,0.377,0.544,0.516,0.499,0.108,0.105,0.447,0.499,0.364,0.525,0.496,0.497,0.103,0.098,0.445,0.5,0.363,0.535,0.504,0.501,0.104,0.099,0.448,0.498,0.378,0.536,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2670,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.5,0.503,0.121,0.105,0.452,0.502,0.376,0.543,0.511,0.499,0.109,0.106,0.446,0.499,0.362,0.525,0.492,0.496,0.104,0.099,0.445,0.499,0.363,0.535,0.522,0.502,0.105,0.1,0.449,0.498,0.374,0.536,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2685,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.514,0.502,0.122,0.106,0.451,0.502,0.375,0.542,0.493,0.498,0.111,0.107,0.446,0.499,0.36,0.524,0.496,0.495,0.105,0.1,0.443,0.498,0.36,0.534,0.519,0.501,0.106,0.101,0.447,0.497,0.372,0.535,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2700,0.085,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.499,0.502,0.123,0.107,0.451,0.501,0.374,0.542,0.524,0.498,0.112,0.108,0.447,0.498,0.358,0.524,0.498,0.495,0.106,0.101,0.443,0.498,0.358,0.534,0.523,0.501,0.107,0.101,0.447,0.497,0.373,0.535,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
2715,0.086,0.086,0.086,0.086,0.088,0.086,0.088,0.086,0.499,0.505,0.125,0.108,0.45,0.5,0.373,0.542,0.5,0.497,0.113,0.109,0.445,0.497,0.358,0.523,0.495,0.495,0.107,0.102,0.442,0.497,0.357,0.533,0.518,0.5,0.108,0.102,0.446,0.496,0.369,0.534,0.086,0.086,0.086,0.086,0.087,0.087,0.086,0.089
