Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
2190,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.096,0.695,0.088,0.092,0.089,0.155,0.088,0.087,0.094,0.658,0.089,0.088,0.087,0.142,0.087,0.086,0.091,0.667,0.088,0.091,0.09,0.146,0.087,0.087,0.094,0.658,0.088,0.092,0.088,0.141,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2200,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.096,0.697,0.089,0.092,0.089,0.158,0.088,0.087,0.094,0.66,0.089,0.088,0.087,0.144,0.087,0.086,0.091,0.668,0.088,0.091,0.09,0.149,0.087,0.087,0.094,0.66,0.088,0.092,0.088,0.143,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2210,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.096,0.699,0.089,0.092,0.089,0.16,0.088,0.087,0.095,0.662,0.089,0.088,0.087,0.146,0.086,0.086,0.092,0.67,0.088,0.091,0.09,0.152,0.087,0.087,0.094,0.662,0.089,0.092,0.088,0.146,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2220,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.097,0.702,0.089,0.092,0.089,0.163,0.088,0.087,0.095,0.664,0.089,0.088,0.087,0.149,0.086,0.086,0.092,0.671,0.088,0.091,0.09,0.154,0.087,0.087,0.094,0.663,0.089,0.092,0.088,0.148,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2230,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.097,0.704,0.088,0.092,0.089,0.167,0.088,0.087,0.095,0.666,0.089,0.092,0.087,0.151,0.086,0.086,0.092,0.674,0.088,0.091,0.09,0.157,0.086,0.087,0.094,0.666,0.089,0.092,0.088,0.15,0.093,0.086,0.085,0.085,0.086,0.086,0.087,0.087,0.087
2240,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.097,0.706,0.089,0.092,0.089,0.17,0.088,0.087,0.095,0.668,0.089,0.088,0.087,0.154,0.086,0.086,0.092,0.675,0.088,0.091,0.09,0.16,0.086,0.087,0.094,0.669,0.089,0.092,0.088,0.152,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2250,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.097,0.708,0.089,0.092,0.089,0.173,0.088,0.087,0.095,0.67,0.089,0.088,0.087,0.157,0.086,0.086,0.092,0.677,0.088,0.091,0.09,0.163,0.086,0.087,0.094,0.67,0.089,0.092,0.087,0.156,0.093,0.086,0.085,0.085,0.086,0.086,0.087,0.087,0.087
2260,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.097,0.709,0.089,0.092,0.089,0.177,0.088,0.087,0.095,0.672,0.089,0.088,0.087,0.16,0.086,0.086,0.092,0.679,0.088,0.091,0.09,0.166,0.086,0.087,0.094,0.672,0.089,0.092,0.088,0.158,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2270,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.098,0.711,0.089,0.092,0.089,0.181,0.088,0.087,0.095,0.674,0.089,0.088,0.087,0.163,0.086,0.086,0.092,0.681,0.088,0.091,0.09,0.17,0.086,0.087,0.094,0.675,0.089,0.092,0.088,0.162,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2280,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.098,0.714,0.089,0.092,0.089,0.185,0.088,0.087,0.095,0.675,0.089,0.088,0.087,0.166,0.086,0.086,0.092,0.683,0.088,0.091,0.09,0.173,0.086,0.087,0.094,0.675,0.089,0.092,0.088,0.165,0.093,0.086,0.085,0.085,0.086,0.086,0.087,0.087,0.087
2290,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.098,0.715,0.089,0.092,0.089,0.189,0.088,0.087,0.095,0.677,0.089,0.088,0.087,0.169,0.086,0.086,0.092,0.685,0.088,0.091,0.09,0.177,0.087,0.087,0.094,0.678,0.089,0.092,0.088,0.168,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2300,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.098,0.718,0.089,0.092,0.089,0.193,0.088,0.087,0.095,0.678,0.089,0.088,0.087,0.173,0.086,0.086,0.092,0.686,0.088,0.091,0.09,0.181,0.086,0.087,0.095,0.679,0.089,0.092,0.088,0.172,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2310,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.098,0.719,0.089,0.092,0.089,0.198,0.088,0.087,0.096,0.68,0.089,0.088,0.087,0.176,0.086,0.086,0.093,0.688,0.088,0.091,0.09,0.185,0.086,0.087,0.095,0.682,0.089,0.092,0.087,0.175,0.093,0.086,0.085,0.085,0.086,0.086,0.087,0.087,0.088
2320,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.099,0.721,0.089,0.092,0.089,0.203,0.088,0.087,0.096,0.681,0.089,0.088,0.087,0.18,0.087,0.086,0.092,0.689,0.088,0.091,0.09,0.189,0.087,0.087,0.095,0.683,0.089,0.092,0.087,0.179,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2330,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.099,0.724,0.089,0.092,0.089,0.207,0.088,0.087,0.096,0.684,0.089,0.088,0.087,0.183,0.087,0.086,0.093,0.691,0.088,0.091,0.09,0.193,0.087,0.087,0.095,0.686,0.089,0.092,0.088,0.182,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2340,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.099,0.725,0.089,0.092,0.089,0.212,0.088,0.087,0.096,0.686,0.089,0.088,0.087,0.187,0.087,0.086,0.093,0.692,0.088,0.091,0.09,0.197,0.087,0.087,0.095,0.688,0.089,0.092,0.088,0.186,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2350,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.1,0.728,0.089,0.092,0.089,0.219,0.088,0.087,0.096,0.688,0.089,0.088,0.087,0.193,0.086,0.086,0.093,0.694,0.088,0.091,0.09,0.202,0.086,0.087,0.095,0.689,0.089,0.092,0.087,0.191,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2360,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.1,0.73,0.089,0.092,0.089,0.225,0.088,0.087,0.096,0.69,0.089,0.088,0.087,0.197,0.087,0.086,0.094,0.696,0.089,0.091,0.089,0.207,0.086,0.087,0.096,0.692,0.089,0.092,0.087,0.196,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2370,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.1,0.732,0.089,0.092,0.089,0.23,0.088,0.087,0.097,0.691,0.089,0.088,0.087,0.202,0.087,0.086,0.094,0.698,0.088,0.091,0.09,0.211,0.087,0.087,0.095,0.694,0.089,0.092,0.087,0.2,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2380,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.1,0.733,0.089,0.092,0.089,0.237,0.088,0.087,0.097,0.692,0.089,0.088,0.087,0.207,0.087,0.086,0.094,0.7,0.089,0.091,0.089,0.217,0.086,0.087,0.096,0.696,0.089,0.092,0.087,0.204,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2390,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.101,0.736,0.089,0.092,0.089,0.243,0.088,0.087,0.097,0.694,0.089,0.088,0.087,0.211,0.087,0.086,0.094,0.702,0.089,0.091,0.09,0.222,0.087,0.087,0.095,0.697,0.089,0.092,0.087,0.21,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2400,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.101,0.738,0.089,0.092,0.089,0.252,0.088,0.087,0.097,0.696,0.089,0.088,0.087,0.218,0.086,0.086,0.094,0.703,0.089,0.091,0.089,0.229,0.086,0.087,0.096,0.699,0.089,0.092,0.087,0.216,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2410,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.101,0.741,0.089,0.092,0.089,0.257,0.088,0.087,0.097,0.698,0.089,0.088,0.087,0.224,0.087,0.086,0.094,0.705,0.089,0.091,0.089,0.235,0.086,0.087,0.096,0.701,0.089,0.092,0.087,0.222,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2420,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.102,0.74,0.089,0.092,0.089,0.264,0.088,0.087,0.097,0.699,0.089,0.088,0.087,0.234,0.086,0.086,0.095,0.706,0.089,0.091,0.09,0.242,0.086,0.087,0.096,0.703,0.089,0.092,0.087,0.23,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2430,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.102,0.742,0.089,0.092,0.089,0.27,0.088,0.087,0.097,0.701,0.089,0.088,0.087,0.237,0.086,0.086,0.095,0.708,0.089,0.091,0.089,0.249,0.086,0.087,0.096,0.705,0.089,0.092,0.087,0.235,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2440,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.102,0.746,0.089,0.092,0.089,0.279,0.088,0.087,0.098,0.702,0.089,0.088,0.087,0.244,0.086,0.086,0.095,0.709,0.089,0.091,0.09,0.257,0.086,0.087,0.096,0.707,0.089,0.092,0.088,0.24,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.087
2450,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.103,0.746,0.089,0.092,0.089,0.288,0.088,0.087,0.098,0.704,0.089,0.088,0.087,0.251,0.086,0.086,0.096,0.711,0.089,0.091,0.09,0.264,0.087,0.087,0.097,0.709,0.089,0.092,0.087,0.247,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2460,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.103,0.75,0.089,0.092,0.089,0.295,0.088,0.087,0.098,0.706,0.089,0.088,0.087,0.258,0.086,0.086,0.096,0.712,0.089,0.091,0.09,0.27,0.086,0.087,0.097,0.71,0.089,0.092,0.087,0.254,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.087
2470,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.104,0.752,0.089,0.092,0.089,0.307,0.088,0.087,0.098,0.708,0.089,0.088,0.087,0.267,0.086,0.086,0.097,0.715,0.089,0.091,0.09,0.277,0.086,0.087,0.097,0.712,0.089,0.092,0.087,0.262,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2480,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.105,0.752,0.089,0.092,0.089,0.314,0.088,0.087,0.099,0.709,0.089,0.088,0.087,0.273,0.086,0.086,0.097,0.716,0.089,0.091,0.09,0.285,0.086,0.087,0.097,0.713,0.089,0.092,0.087,0.27,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2490,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.105,0.753,0.089,0.092,0.089,0.324,0.088,0.087,0.099,0.711,0.089,0.088,0.087,0.281,0.086,0.086,0.097,0.717,0.089,0.091,0.09,0.298,0.086,0.087,0.097,0.716,0.089,0.092,0.087,0.277,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2500,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.106,0.755,0.09,0.092,0.089,0.335,0.088,0.087,0.099,0.712,0.089,0.088,0.087,0.289,0.086,0.086,0.098,0.719,0.089,0.091,0.09,0.307,0.086,0.087,0.098,0.718,0.089,0.092,0.087,0.285,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2510,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.106,0.764,0.09,0.092,0.089,0.345,0.088,0.087,0.1,0.715,0.089,0.088,0.087,0.3,0.086,0.086,0.098,0.72,0.089,0.091,0.09,0.315,0.086,0.087,0.098,0.72,0.089,0.092,0.087,0.296,0.094,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2520,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.107,0.758,0.09,0.092,0.089,0.354,0.088,0.087,0.1,0.716,0.089,0.088,0.087,0.309,0.087,0.086,0.099,0.723,0.089,0.091,0.09,0.323,0.086,0.087,0.098,0.721,0.089,0.092,0.087,0.305,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2530,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.107,0.759,0.09,0.092,0.089,0.365,0.088,0.087,0.1,0.717,0.09,0.088,0.087,0.318,0.086,0.086,0.099,0.724,0.089,0.091,0.09,0.333,0.086,0.087,0.098,0.723,0.09,0.092,0.087,0.313,0.093,0.086,0.085,0.086,0.086,0.087,0.087,0.087,0.088
2540,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.108,0.766,0.09,0.092,0.089,0.377,0.088,0.087,0.101,0.72,0.09,0.088,0.086,0.328,0.086,0.086,0.099,0.726,0.089,0.091,0.089,0.343,0.086,0.087,0.098,0.725,0.09,0.092,0.087,0.321,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2550,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.108,0.764,0.09,0.092,0.089,0.389,0.088,0.087,0.101,0.72,0.09,0.088,0.086,0.336,0.086,0.086,0.1,0.727,0.089,0.091,0.089,0.354,0.086,0.087,0.098,0.726,0.09,0.092,0.087,0.331,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2560,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.109,0.764,0.09,0.092,0.089,0.403,0.088,0.087,0.102,0.722,0.09,0.088,0.087,0.346,0.087,0.086,0.1,0.728,0.089,0.091,0.09,0.365,0.086,0.087,0.099,0.728,0.09,0.092,0.087,0.342,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2570,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.11,0.766,0.09,0.092,0.089,0.417,0.088,0.087,0.102,0.724,0.09,0.088,0.087,0.357,0.086,0.086,0.101,0.728,0.089,0.091,0.089,0.378,0.086,0.087,0.099,0.728,0.09,0.092,0.087,0.352,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2580,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.11,0.768,0.09,0.092,0.089,0.431,0.088,0.087,0.102,0.726,0.09,0.088,0.087,0.369,0.086,0.086,0.101,0.73,0.089,0.091,0.09,0.389,0.086,0.087,0.099,0.73,0.09,0.092,0.087,0.364,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.087
2590,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.111,0.772,0.09,0.092,0.089,0.446,0.088,0.087,0.103,0.729,0.09,0.088,0.087,0.381,0.087,0.086,0.102,0.732,0.09,0.091,0.089,0.402,0.087,0.087,0.1,0.733,0.09,0.092,0.087,0.376,0.094,0.086,0.085,0.086,0.086,0.087,0.087,0.087,0.088
2600,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.112,0.775,0.09,0.092,0.089,0.457,0.088,0.087,0.103,0.731,0.09,0.088,0.087,0.393,0.087,0.086,0.102,0.734,0.09,0.091,0.089,0.416,0.087,0.087,0.1,0.734,0.09,0.092,0.087,0.389,0.094,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2610,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.112,0.773,0.09,0.092,0.089,0.46,0.088,0.087,0.104,0.732,0.09,0.088,0.087,0.406,0.087,0.086,0.103,0.736,0.09,0.092,0.09,0.431,0.086,0.087,0.101,0.736,0.09,0.092,0.087,0.402,0.094,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2620,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.113,0.775,0.09,0.092,0.089,0.464,0.088,0.087,0.105,0.736,0.09,0.088,0.087,0.42,0.087,0.086,0.104,0.737,0.09,0.091,0.09,0.44,0.086,0.087,0.101,0.737,0.09,0.092,0.087,0.416,0.093,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2630,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.114,0.779,0.09,0.092,0.089,0.468,0.088,0.087,0.105,0.732,0.09,0.088,0.087,0.436,0.086,0.086,0.104,0.737,0.09,0.091,0.09,0.443,0.086,0.087,0.101,0.738,0.09,0.092,0.087,0.422,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2640,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.115,0.778,0.091,0.092,0.089,0.471,0.088,0.087,0.105,0.733,0.09,0.088,0.087,0.442,0.087,0.086,0.105,0.739,0.09,0.091,0.09,0.446,0.087,0.087,0.102,0.74,0.09,0.093,0.087,0.426,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2650,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.116,0.779,0.091,0.092,0.089,0.474,0.088,0.087,0.106,0.736,0.09,0.088,0.087,0.445,0.086,0.086,0.105,0.74,0.09,0.091,0.09,0.449,0.086,0.087,0.102,0.742,0.09,0.092,0.087,0.429,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2660,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.116,0.782,0.091,0.092,0.089,0.477,0.088,0.087,0.106,0.736,0.09,0.088,0.086,0.448,0.086,0.086,0.106,0.742,0.09,0.091,0.09,0.452,0.086,0.087,0.103,0.744,0.09,0.093,0.087,0.432,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2670,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.117,0.783,0.091,0.092,0.089,0.48,0.088,0.087,0.107,0.737,0.091,0.088,0.087,0.452,0.086,0.086,0.106,0.745,0.09,0.091,0.09,0.455,0.086,0.087,0.103,0.746,0.091,0.093,0.087,0.436,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2680,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.118,0.784,0.091,0.092,0.089,0.482,0.088,0.087,0.107,0.739,0.091,0.088,0.087,0.454,0.086,0.086,0.107,0.745,0.09,0.091,0.09,0.458,0.086,0.087,0.104,0.747,0.091,0.093,0.087,0.44,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2690,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.119,0.786,0.091,0.092,0.089,0.483,0.088,0.087,0.108,0.74,0.091,0.088,0.087,0.458,0.086,0.086,0.108,0.747,0.091,0.091,0.09,0.461,0.086,0.087,0.104,0.749,0.091,0.093,0.087,0.443,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2700,0.088,0.087,0.087,0.086,0.088,0.088,0.087,0.087,0.087,0.119,0.789,0.091,0.092,0.089,0.484,0.088,0.087,0.109,0.743,0.091,0.088,0.087,0.461,0.087,0.086,0.108,0.749,0.09,0.091,0.089,0.463,0.086,0.087,0.105,0.75,0.091,0.093,0.087,0.444,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2710,0.088,0.087,0.087,0.086,0.088,0.088,0.087,0.087,0.087,0.12,0.79,0.091,0.092,0.089,0.484,0.088,0.087,0.109,0.743,0.091,0.088,0.087,0.464,0.087,0.086,0.109,0.749,0.091,0.092,0.09,0.465,0.087,0.087,0.106,0.752,0.091,0.093,0.087,0.446,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2720,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.121,0.792,0.091,0.092,0.089,0.486,0.088,0.087,0.11,0.748,0.091,0.088,0.087,0.465,0.087,0.086,0.109,0.751,0.091,0.092,0.09,0.465,0.086,0.087,0.106,0.754,0.091,0.093,0.087,0.447,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2730,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.122,0.794,0.092,0.092,0.089,0.487,0.088,0.087,0.11,0.746,0.091,0.088,0.087,0.466,0.087,0.086,0.11,0.753,0.091,0.092,0.09,0.466,0.086,0.087,0.107,0.756,0.091,0.093,0.087,0.448,0.093,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2740,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.123,0.795,0.092,0.092,0.089,0.49,0.088,0.087,0.111,0.748,0.091,0.088,0.087,0.467,0.087,0.086,0.111,0.754,0.091,0.092,0.089,0.467,0.086,0.087,0.107,0.758,0.091,0.093,0.087,0.449,0.093,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2750,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.123,0.797,0.092,0.093,0.089,0.492,0.088,0.087,0.112,0.75,0.091,0.088,0.087,0.469,0.087,0.086,0.112,0.757,0.091,0.092,0.089,0.467,0.086,0.087,0.108,0.76,0.091,0.093,0.087,0.45,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2760,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.124,0.799,0.092,0.092,0.089,0.495,0.088,0.087,0.112,0.753,0.091,0.088,0.087,0.469,0.087,0.086,0.112,0.757,0.091,0.092,0.09,0.469,0.086,0.087,0.108,0.761,0.091,0.093,0.087,0.451,0.093,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2770,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.125,0.803,0.092,0.092,0.089,0.498,0.088,0.087,0.113,0.754,0.091,0.088,0.086,0.469,0.086,0.086,0.113,0.759,0.091,0.092,0.09,0.471,0.086,0.087,0.109,0.763,0.092,0.093,0.087,0.453,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2780,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.126,0.803,0.092,0.092,0.089,0.5,0.088,0.087,0.114,0.754,0.092,0.088,0.087,0.471,0.087,0.086,0.114,0.761,0.091,0.092,0.09,0.473,0.086,0.087,0.109,0.765,0.092,0.093,0.087,0.455,0.094,0.086,0.086,0.086,0.086,0.087,0.087,0.087,0.088
2790,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.127,0.805,0.093,0.092,0.089,0.503,0.088,0.087,0.114,0.756,0.092,0.088,0.087,0.473,0.086,0.086,0.114,0.763,0.092,0.092,0.089,0.476,0.087,0.087,0.11,0.767,0.092,0.093,0.087,0.458,0.094,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2800,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.128,0.805,0.093,0.093,0.089,0.505,0.088,0.087,0.115,0.756,0.092,0.088,0.086,0.476,0.086,0.086,0.115,0.764,0.092,0.092,0.089,0.477,0.086,0.087,0.111,0.768,0.092,0.093,0.087,0.461,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2810,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.129,0.807,0.093,0.093,0.089,0.508,0.088,0.087,0.116,0.762,0.092,0.088,0.086,0.478,0.086,0.086,0.116,0.765,0.092,0.092,0.089,0.48,0.086,0.087,0.111,0.769,0.092,0.093,0.087,0.463,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
2820,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.129,0.808,0.093,0.093,0.089,0.51,0.088,0.087,0.116,0.76,0.092,0.088,0.087,0.48,0.086,0.086,0.116,0.767,0.092,0.092,0.089,0.483,0.086,0.087,0.112,0.771,0.092,0.094,0.087,0.466,0.094,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.087
2830,0.088,0.087,0.087,0.086,0.088,0.088,0.087,0.087,0.087,0.13,0.812,0.094,0.093,0.089,0.513,0.088,0.087,0.117,0.762,0.092,0.088,0.087,0.483,0.086,0.086,0.117,0.768,0.092,0.092,0.09,0.485,0.086,0.087,0.113,0.772,0.092,0.094,0.087,0.468,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2840,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.131,0.812,0.094,0.093,0.089,0.515,0.088,0.087,0.118,0.766,0.092,0.088,0.087,0.486,0.086,0.086,0.118,0.769,0.092,0.092,0.09,0.487,0.086,0.087,0.113,0.774,0.092,0.094,0.087,0.471,0.094,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
2850,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.088,0.132,0.814,0.094,0.093,0.089,0.517,0.088,0.087,0.119,0.764,0.093,0.088,0.087,0.488,0.086,0.086,0.118,0.771,0.093,0.092,0.09,0.49,0.086,0.087,0.114,0.776,0.093,0.094,0.087,0.474,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2860,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.133,0.815,0.095,0.093,0.089,0.52,0.088,0.087,0.119,0.766,0.093,0.088,0.087,0.49,0.087,0.086,0.119,0.772,0.093,0.092,0.09,0.491,0.086,0.087,0.115,0.777,0.093,0.094,0.087,0.476,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2870,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.134,0.816,0.095,0.093,0.089,0.522,0.088,0.087,0.12,0.771,0.093,0.088,0.087,0.492,0.086,0.086,0.12,0.774,0.093,0.092,0.09,0.493,0.086,0.087,0.115,0.778,0.093,0.094,0.087,0.478,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2880,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.088,0.135,0.819,0.095,0.093,0.089,0.524,0.088,0.087,0.121,0.769,0.093,0.088,0.087,0.494,0.087,0.086,0.121,0.775,0.093,0.092,0.09,0.496,0.086,0.087,0.116,0.78,0.093,0.094,0.087,0.48,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
2890,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.136,0.819,0.095,0.093,0.089,0.526,0.088,0.087,0.122,0.774,0.093,0.088,0.087,0.495,0.087,0.086,0.121,0.776,0.093,0.092,0.09,0.497,0.086,0.087,0.117,0.782,0.093,0.094,0.087,0.482,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
