Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
2900,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.137,0.82,0.096,0.093,0.089,0.528,0.088,0.087,0.122,0.77,0.093,0.088,0.087,0.497,0.087,0.086,0.122,0.777,0.093,0.092,0.089,0.499,0.086,0.087,0.117,0.783,0.093,0.094,0.087,0.484,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2910,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.138,0.822,0.096,0.093,0.089,0.53,0.088,0.087,0.123,0.771,0.093,0.088,0.087,0.499,0.087,0.086,0.123,0.778,0.094,0.092,0.09,0.501,0.087,0.087,0.118,0.784,0.094,0.094,0.087,0.486,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2920,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.139,0.824,0.096,0.093,0.089,0.533,0.088,0.087,0.123,0.779,0.094,0.088,0.087,0.502,0.087,0.086,0.124,0.779,0.094,0.092,0.089,0.502,0.086,0.087,0.118,0.786,0.094,0.094,0.087,0.489,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2930,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.141,0.825,0.097,0.093,0.089,0.535,0.088,0.087,0.124,0.774,0.094,0.088,0.087,0.503,0.087,0.086,0.125,0.781,0.095,0.092,0.089,0.504,0.087,0.087,0.119,0.788,0.094,0.095,0.087,0.491,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2940,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.142,0.826,0.097,0.093,0.089,0.537,0.088,0.087,0.125,0.775,0.094,0.088,0.087,0.505,0.087,0.086,0.126,0.783,0.095,0.092,0.09,0.506,0.086,0.087,0.12,0.789,0.094,0.095,0.087,0.493,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2950,0.088,0.087,0.087,0.087,0.088,0.088,0.087,0.087,0.087,0.143,0.827,0.097,0.093,0.089,0.54,0.088,0.087,0.126,0.781,0.094,0.088,0.087,0.506,0.087,0.086,0.127,0.789,0.095,0.092,0.089,0.508,0.086,0.087,0.121,0.79,0.095,0.095,0.087,0.495,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
2960,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.144,0.83,0.098,0.093,0.089,0.542,0.088,0.087,0.127,0.777,0.095,0.088,0.087,0.509,0.086,0.086,0.127,0.784,0.096,0.092,0.089,0.51,0.086,0.087,0.121,0.79,0.095,0.095,0.087,0.497,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2970,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.145,0.832,0.098,0.093,0.089,0.544,0.088,0.087,0.128,0.778,0.095,0.088,0.087,0.51,0.086,0.086,0.129,0.785,0.096,0.092,0.09,0.512,0.086,0.087,0.122,0.792,0.095,0.095,0.087,0.499,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2980,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.147,0.831,0.098,0.093,0.089,0.547,0.088,0.087,0.128,0.781,0.095,0.088,0.087,0.512,0.086,0.086,0.129,0.786,0.096,0.092,0.089,0.514,0.086,0.087,0.123,0.793,0.095,0.095,0.087,0.501,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
2990,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.148,0.832,0.099,0.093,0.089,0.549,0.088,0.087,0.129,0.782,0.096,0.088,0.087,0.514,0.087,0.086,0.13,0.788,0.097,0.092,0.09,0.516,0.086,0.087,0.124,0.796,0.096,0.096,0.087,0.503,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3000,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.15,0.834,0.099,0.093,0.089,0.551,0.088,0.087,0.13,0.782,0.096,0.088,0.087,0.516,0.087,0.086,0.132,0.79,0.097,0.092,0.09,0.518,0.087,0.087,0.124,0.796,0.096,0.096,0.087,0.505,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3010,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.152,0.835,0.1,0.093,0.089,0.553,0.088,0.087,0.131,0.783,0.096,0.088,0.087,0.518,0.087,0.086,0.133,0.79,0.098,0.092,0.09,0.519,0.086,0.087,0.126,0.798,0.096,0.096,0.087,0.508,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3020,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.152,0.838,0.1,0.094,0.089,0.556,0.088,0.087,0.132,0.784,0.096,0.088,0.087,0.52,0.087,0.086,0.134,0.791,0.098,0.092,0.09,0.521,0.086,0.087,0.126,0.799,0.097,0.096,0.087,0.51,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3030,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.155,0.838,0.1,0.094,0.089,0.557,0.088,0.087,0.133,0.786,0.097,0.088,0.087,0.522,0.087,0.086,0.135,0.793,0.099,0.092,0.09,0.524,0.086,0.087,0.127,0.8,0.097,0.096,0.087,0.512,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3040,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.156,0.839,0.101,0.094,0.089,0.56,0.088,0.087,0.134,0.79,0.097,0.088,0.086,0.524,0.087,0.086,0.14,0.793,0.099,0.092,0.09,0.525,0.086,0.087,0.128,0.801,0.097,0.096,0.087,0.514,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3050,0.088,0.087,0.087,0.087,0.088,0.088,0.087,0.087,0.087,0.158,0.84,0.101,0.094,0.089,0.562,0.088,0.087,0.135,0.789,0.098,0.088,0.087,0.525,0.087,0.086,0.14,0.796,0.099,0.092,0.09,0.527,0.086,0.087,0.129,0.802,0.098,0.097,0.087,0.516,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3060,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.16,0.844,0.101,0.094,0.089,0.565,0.088,0.087,0.137,0.789,0.098,0.088,0.087,0.527,0.087,0.086,0.139,0.796,0.1,0.092,0.09,0.529,0.086,0.087,0.13,0.803,0.098,0.097,0.087,0.518,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3070,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.162,0.844,0.101,0.094,0.089,0.567,0.088,0.087,0.137,0.79,0.099,0.088,0.087,0.529,0.087,0.086,0.146,0.797,0.1,0.092,0.089,0.531,0.086,0.087,0.131,0.804,0.099,0.097,0.087,0.52,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3080,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.165,0.845,0.102,0.094,0.089,0.569,0.088,0.087,0.139,0.791,0.099,0.088,0.087,0.532,0.087,0.086,0.143,0.798,0.101,0.092,0.09,0.533,0.086,0.087,0.132,0.807,0.099,0.097,0.087,0.522,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3090,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.166,0.845,0.103,0.094,0.089,0.572,0.088,0.087,0.14,0.793,0.1,0.088,0.087,0.533,0.087,0.086,0.142,0.799,0.101,0.092,0.089,0.535,0.086,0.087,0.133,0.808,0.1,0.097,0.087,0.525,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3100,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.167,0.846,0.103,0.094,0.089,0.574,0.088,0.087,0.141,0.794,0.1,0.088,0.087,0.535,0.087,0.086,0.145,0.8,0.101,0.092,0.09,0.537,0.086,0.087,0.134,0.809,0.1,0.097,0.087,0.527,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3110,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.17,0.848,0.103,0.094,0.089,0.577,0.088,0.087,0.142,0.798,0.101,0.088,0.087,0.537,0.087,0.086,0.149,0.802,0.102,0.092,0.089,0.539,0.086,0.087,0.136,0.81,0.101,0.098,0.087,0.529,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3120,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.171,0.849,0.103,0.094,0.089,0.579,0.088,0.087,0.143,0.799,0.101,0.088,0.087,0.539,0.086,0.086,0.148,0.802,0.102,0.092,0.089,0.541,0.087,0.087,0.136,0.811,0.101,0.098,0.087,0.531,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3130,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.173,0.85,0.104,0.094,0.089,0.581,0.088,0.087,0.145,0.796,0.101,0.088,0.087,0.541,0.087,0.086,0.15,0.803,0.103,0.092,0.089,0.542,0.087,0.087,0.139,0.813,0.102,0.098,0.087,0.534,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3140,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.174,0.857,0.104,0.094,0.089,0.583,0.088,0.087,0.146,0.798,0.102,0.088,0.087,0.542,0.087,0.086,0.153,0.805,0.103,0.092,0.089,0.544,0.086,0.087,0.138,0.814,0.102,0.099,0.087,0.536,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3150,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.178,0.853,0.105,0.095,0.089,0.586,0.088,0.087,0.147,0.803,0.102,0.088,0.087,0.545,0.087,0.086,0.157,0.807,0.103,0.092,0.09,0.547,0.086,0.087,0.139,0.815,0.103,0.099,0.087,0.538,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3160,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.179,0.855,0.106,0.095,0.089,0.588,0.088,0.087,0.149,0.8,0.103,0.088,0.087,0.547,0.087,0.086,0.154,0.807,0.104,0.092,0.089,0.548,0.086,0.087,0.14,0.817,0.103,0.099,0.087,0.54,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3170,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.183,0.857,0.106,0.095,0.089,0.59,0.088,0.087,0.15,0.805,0.103,0.088,0.087,0.549,0.087,0.086,0.158,0.808,0.105,0.092,0.089,0.551,0.086,0.087,0.141,0.818,0.104,0.099,0.087,0.542,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3180,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.186,0.857,0.106,0.095,0.089,0.592,0.088,0.087,0.152,0.809,0.104,0.088,0.087,0.55,0.087,0.086,0.161,0.81,0.105,0.092,0.09,0.552,0.086,0.087,0.143,0.819,0.104,0.1,0.087,0.545,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3190,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.188,0.86,0.107,0.095,0.089,0.595,0.088,0.087,0.154,0.804,0.104,0.088,0.087,0.552,0.087,0.086,0.164,0.81,0.105,0.092,0.09,0.554,0.087,0.087,0.145,0.821,0.104,0.1,0.087,0.547,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3200,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.192,0.86,0.107,0.095,0.089,0.597,0.088,0.087,0.155,0.805,0.105,0.089,0.087,0.554,0.087,0.086,0.162,0.812,0.106,0.092,0.089,0.557,0.086,0.087,0.147,0.821,0.105,0.1,0.087,0.548,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3210,0.087,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.195,0.863,0.108,0.095,0.089,0.6,0.088,0.087,0.157,0.806,0.105,0.088,0.087,0.556,0.087,0.086,0.164,0.813,0.107,0.093,0.089,0.558,0.086,0.087,0.149,0.823,0.105,0.101,0.087,0.551,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3220,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.198,0.862,0.109,0.095,0.089,0.602,0.088,0.087,0.159,0.808,0.106,0.089,0.087,0.559,0.087,0.086,0.168,0.815,0.107,0.093,0.09,0.56,0.086,0.087,0.153,0.824,0.106,0.101,0.087,0.554,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3230,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.201,0.867,0.11,0.096,0.089,0.604,0.088,0.087,0.16,0.81,0.106,0.089,0.087,0.56,0.087,0.086,0.167,0.815,0.107,0.093,0.09,0.562,0.086,0.087,0.156,0.826,0.106,0.101,0.087,0.555,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3240,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.203,0.865,0.11,0.095,0.089,0.606,0.088,0.087,0.162,0.809,0.107,0.089,0.087,0.563,0.087,0.086,0.166,0.816,0.108,0.093,0.09,0.564,0.086,0.087,0.157,0.827,0.107,0.102,0.087,0.557,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3250,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.205,0.866,0.111,0.095,0.089,0.608,0.088,0.087,0.163,0.811,0.107,0.089,0.086,0.564,0.086,0.086,0.167,0.817,0.108,0.093,0.09,0.566,0.086,0.087,0.156,0.828,0.107,0.102,0.087,0.56,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3260,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.207,0.867,0.111,0.096,0.089,0.611,0.088,0.087,0.165,0.811,0.108,0.089,0.087,0.566,0.087,0.086,0.169,0.819,0.109,0.093,0.09,0.568,0.086,0.087,0.164,0.829,0.108,0.102,0.087,0.562,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3270,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.21,0.868,0.112,0.096,0.089,0.613,0.088,0.087,0.167,0.814,0.108,0.089,0.087,0.567,0.087,0.086,0.171,0.82,0.109,0.093,0.09,0.57,0.086,0.087,0.162,0.831,0.108,0.103,0.087,0.564,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3280,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.213,0.869,0.113,0.096,0.089,0.615,0.088,0.087,0.17,0.813,0.109,0.089,0.087,0.57,0.087,0.086,0.173,0.821,0.11,0.093,0.089,0.571,0.086,0.087,0.16,0.832,0.109,0.103,0.087,0.566,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3290,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.215,0.875,0.114,0.097,0.089,0.617,0.088,0.087,0.172,0.815,0.11,0.089,0.087,0.572,0.087,0.086,0.176,0.823,0.111,0.093,0.09,0.573,0.086,0.087,0.164,0.833,0.109,0.104,0.087,0.568,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3300,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.217,0.872,0.115,0.096,0.089,0.62,0.088,0.087,0.174,0.816,0.11,0.089,0.087,0.573,0.087,0.086,0.178,0.823,0.112,0.093,0.089,0.575,0.086,0.087,0.168,0.834,0.11,0.104,0.087,0.57,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3310,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.22,0.873,0.116,0.096,0.089,0.621,0.088,0.087,0.176,0.817,0.111,0.089,0.087,0.576,0.087,0.086,0.18,0.824,0.112,0.093,0.089,0.578,0.086,0.087,0.172,0.835,0.11,0.104,0.087,0.572,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3320,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.224,0.874,0.116,0.097,0.089,0.624,0.088,0.087,0.178,0.818,0.112,0.089,0.087,0.577,0.087,0.086,0.183,0.825,0.113,0.093,0.089,0.579,0.086,0.087,0.177,0.836,0.111,0.105,0.087,0.575,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3330,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.227,0.875,0.118,0.097,0.089,0.625,0.088,0.087,0.181,0.823,0.113,0.089,0.087,0.579,0.087,0.086,0.186,0.826,0.114,0.093,0.09,0.581,0.086,0.087,0.172,0.838,0.111,0.105,0.087,0.577,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3340,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.231,0.877,0.119,0.097,0.089,0.628,0.088,0.087,0.183,0.825,0.113,0.089,0.087,0.581,0.087,0.086,0.189,0.827,0.115,0.093,0.089,0.583,0.086,0.087,0.172,0.839,0.112,0.106,0.087,0.579,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3350,0.088,0.088,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.235,0.88,0.12,0.097,0.089,0.63,0.088,0.087,0.187,0.82,0.114,0.089,0.087,0.583,0.087,0.086,0.192,0.829,0.116,0.093,0.09,0.585,0.087,0.087,0.172,0.84,0.113,0.106,0.087,0.581,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3360,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.239,0.88,0.122,0.097,0.089,0.632,0.088,0.087,0.191,0.822,0.115,0.089,0.087,0.585,0.087,0.086,0.195,0.83,0.117,0.093,0.09,0.587,0.086,0.087,0.174,0.842,0.114,0.107,0.087,0.583,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3370,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.243,0.883,0.123,0.097,0.089,0.634,0.088,0.087,0.193,0.823,0.115,0.089,0.087,0.587,0.087,0.086,0.199,0.83,0.118,0.093,0.089,0.588,0.086,0.087,0.174,0.843,0.114,0.108,0.087,0.585,0.094,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3380,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.248,0.881,0.125,0.098,0.089,0.637,0.088,0.087,0.196,0.824,0.116,0.089,0.087,0.589,0.087,0.086,0.203,0.831,0.119,0.093,0.089,0.59,0.087,0.087,0.176,0.844,0.115,0.108,0.087,0.587,0.094,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3390,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.251,0.882,0.127,0.098,0.089,0.638,0.088,0.087,0.2,0.825,0.117,0.089,0.087,0.59,0.087,0.086,0.206,0.832,0.12,0.093,0.089,0.593,0.086,0.087,0.179,0.845,0.116,0.108,0.087,0.589,0.094,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3400,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.257,0.884,0.128,0.098,0.089,0.641,0.088,0.087,0.204,0.825,0.119,0.089,0.087,0.592,0.087,0.086,0.21,0.833,0.121,0.093,0.089,0.594,0.086,0.087,0.181,0.846,0.117,0.109,0.087,0.591,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3410,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.262,0.884,0.131,0.098,0.089,0.643,0.088,0.087,0.206,0.83,0.12,0.089,0.087,0.594,0.087,0.086,0.213,0.834,0.123,0.093,0.09,0.595,0.086,0.087,0.183,0.847,0.118,0.11,0.087,0.593,0.093,0.086,0.086,0.086,0.086,0.086,0.087,0.087,0.088
3420,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.266,0.885,0.133,0.098,0.089,0.645,0.088,0.087,0.21,0.827,0.121,0.089,0.087,0.596,0.087,0.086,0.216,0.835,0.126,0.093,0.09,0.598,0.086,0.087,0.186,0.848,0.119,0.111,0.087,0.595,0.094,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3430,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.271,0.886,0.136,0.098,0.089,0.647,0.088,0.087,0.213,0.834,0.122,0.089,0.087,0.597,0.087,0.086,0.23,0.836,0.127,0.094,0.089,0.599,0.086,0.087,0.189,0.849,0.12,0.112,0.087,0.597,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3440,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.276,0.887,0.14,0.098,0.089,0.649,0.088,0.087,0.216,0.829,0.124,0.089,0.087,0.599,0.087,0.086,0.237,0.836,0.129,0.094,0.089,0.601,0.086,0.087,0.192,0.849,0.121,0.112,0.087,0.599,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3450,0.087,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.282,0.888,0.143,0.099,0.089,0.652,0.088,0.087,0.219,0.83,0.126,0.089,0.087,0.601,0.087,0.086,0.235,0.836,0.131,0.094,0.09,0.603,0.086,0.087,0.195,0.852,0.123,0.113,0.087,0.601,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3460,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.286,0.893,0.147,0.099,0.089,0.653,0.088,0.087,0.222,0.834,0.128,0.09,0.087,0.603,0.087,0.086,0.232,0.837,0.134,0.094,0.09,0.605,0.086,0.087,0.197,0.852,0.125,0.114,0.087,0.603,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3470,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.292,0.89,0.151,0.099,0.089,0.656,0.088,0.087,0.226,0.834,0.129,0.09,0.087,0.605,0.087,0.086,0.24,0.837,0.136,0.094,0.09,0.607,0.086,0.087,0.201,0.854,0.126,0.115,0.087,0.605,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3480,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.298,0.891,0.155,0.099,0.089,0.658,0.088,0.087,0.231,0.831,0.132,0.089,0.087,0.607,0.087,0.086,0.248,0.839,0.139,0.094,0.089,0.608,0.086,0.087,0.204,0.854,0.129,0.116,0.087,0.607,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3490,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.304,0.891,0.16,0.1,0.089,0.659,0.088,0.087,0.235,0.836,0.135,0.09,0.087,0.608,0.087,0.086,0.257,0.84,0.143,0.094,0.089,0.61,0.086,0.087,0.207,0.855,0.131,0.116,0.087,0.609,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3500,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.308,0.893,0.164,0.1,0.089,0.662,0.088,0.087,0.24,0.838,0.137,0.09,0.087,0.61,0.086,0.086,0.25,0.84,0.146,0.094,0.089,0.612,0.087,0.087,0.211,0.857,0.132,0.117,0.087,0.611,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3510,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.314,0.893,0.17,0.1,0.089,0.664,0.088,0.087,0.244,0.832,0.14,0.09,0.087,0.612,0.087,0.086,0.263,0.841,0.15,0.094,0.089,0.613,0.086,0.087,0.215,0.857,0.135,0.118,0.087,0.613,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3520,0.088,0.087,0.087,0.086,0.087,0.088,0.087,0.087,0.087,0.322,0.894,0.175,0.1,0.089,0.665,0.088,0.087,0.249,0.832,0.143,0.09,0.087,0.614,0.086,0.086,0.26,0.841,0.154,0.094,0.089,0.615,0.086,0.087,0.218,0.858,0.137,0.12,0.087,0.615,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3530,0.087,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.327,0.898,0.181,0.101,0.089,0.667,0.088,0.087,0.254,0.833,0.147,0.09,0.087,0.616,0.086,0.086,0.265,0.84,0.158,0.094,0.089,0.617,0.086,0.087,0.223,0.862,0.14,0.12,0.087,0.617,0.093,0.086,0.085,0.086,0.087,0.086,0.087,0.087,0.088
3540,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.335,0.897,0.187,0.1,0.089,0.67,0.088,0.087,0.258,0.836,0.151,0.09,0.087,0.617,0.087,0.086,0.27,0.841,0.163,0.094,0.089,0.619,0.086,0.087,0.226,0.859,0.146,0.122,0.087,0.619,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3550,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.341,0.895,0.194,0.101,0.089,0.671,0.088,0.087,0.264,0.833,0.155,0.09,0.087,0.619,0.087,0.086,0.274,0.841,0.168,0.094,0.089,0.621,0.086,0.087,0.23,0.86,0.147,0.123,0.087,0.62,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3560,0.088,0.087,0.088,0.086,0.087,0.088,0.087,0.087,0.087,0.347,0.896,0.202,0.102,0.089,0.674,0.088,0.087,0.268,0.835,0.159,0.09,0.087,0.62,0.087,0.086,0.283,0.841,0.174,0.095,0.089,0.623,0.086,0.087,0.234,0.861,0.151,0.125,0.087,0.622,0.093,0.086,0.085,0.086,0.086,0.086,0.087,0.087,0.088
3570,0.088,0.087,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.351,0.896,0.207,0.102,0.089,0.676,0.088,0.087,0.272,0.834,0.164,0.09,0.087,0.622,0.087,0.086,0.284,0.842,0.181,0.095,0.089,0.624,0.086,0.087,0.238,0.862,0.155,0.126,0.087,0.624,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3580,0.087,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.35,0.897,0.211,0.102,0.089,0.677,0.088,0.087,0.277,0.837,0.169,0.09,0.087,0.624,0.087,0.086,0.29,0.841,0.187,0.095,0.089,0.625,0.086,0.087,0.242,0.861,0.16,0.128,0.087,0.626,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3590,0.088,0.087,0.087,0.087,0.087,0.088,0.087,0.087,0.087,0.35,0.898,0.213,0.102,0.089,0.679,0.088,0.087,0.283,0.833,0.174,0.09,0.087,0.625,0.087,0.086,0.295,0.841,0.19,0.095,0.09,0.627,0.086,0.087,0.247,0.862,0.164,0.129,0.087,0.628,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
3600,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.351,0.898,0.214,0.103,0.089,0.681,0.088,0.087,0.288,0.836,0.18,0.09,0.087,0.627,0.087,0.086,0.299,0.841,0.192,0.095,0.09,0.629,0.086,0.087,0.252,0.863,0.169,0.131,0.087,0.63,0.093,0.086,0.086,0.086,0.087,0.086,0.087,0.087,0.088
