Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
1420,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.1,0.09,0.088,0.312,0.413,0.092,0.088,0.087,0.099,0.09,0.088,0.288,0.342,0.091,0.087,0.087,0.098,0.09,0.089,0.283,0.331,0.092,0.088,0.087,0.097,0.088,0.088,0.278,0.341,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1430,0.087,0.087,0.089,0.086,0.086,0.088,0.088,0.087,0.086,0.101,0.09,0.089,0.319,0.427,0.092,0.088,0.087,0.1,0.09,0.088,0.294,0.352,0.091,0.087,0.087,0.098,0.09,0.089,0.29,0.34,0.092,0.088,0.087,0.097,0.089,0.088,0.289,0.35,0.09,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1440,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.101,0.09,0.089,0.326,0.438,0.092,0.088,0.087,0.1,0.09,0.088,0.302,0.361,0.091,0.087,0.087,0.099,0.09,0.089,0.298,0.349,0.092,0.088,0.087,0.097,0.089,0.088,0.291,0.36,0.09,0.088,0.087,0.091,0.087,0.086,0.088,0.088,0.088,0.088,
1450,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.101,0.09,0.088,0.333,0.451,0.092,0.088,0.087,0.1,0.09,0.088,0.311,0.372,0.091,0.087,0.087,0.099,0.089,0.088,0.306,0.359,0.092,0.088,0.087,0.098,0.089,0.088,0.299,0.37,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1460,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.102,0.091,0.088,0.341,0.463,0.092,0.088,0.087,0.1,0.089,0.088,0.318,0.382,0.091,0.087,0.087,0.099,0.089,0.088,0.314,0.369,0.092,0.088,0.087,0.098,0.088,0.088,0.305,0.381,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1470,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.102,0.091,0.088,0.348,0.477,0.092,0.088,0.087,0.101,0.09,0.088,0.325,0.393,0.091,0.087,0.087,0.099,0.089,0.088,0.324,0.379,0.092,0.088,0.087,0.098,0.088,0.088,0.315,0.392,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1480,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.102,0.091,0.088,0.356,0.492,0.092,0.088,0.087,0.101,0.09,0.088,0.333,0.405,0.091,0.087,0.087,0.1,0.089,0.088,0.333,0.39,0.092,0.088,0.097,0.098,0.089,0.088,0.325,0.403,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1490,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.102,0.091,0.088,0.367,0.505,0.092,0.088,0.087,0.101,0.091,0.088,0.341,0.416,0.091,0.087,0.087,0.1,0.089,0.088,0.34,0.401,0.092,0.088,0.087,0.099,0.089,0.088,0.333,0.414,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1500,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.102,0.091,0.088,0.377,0.52,0.092,0.088,0.087,0.102,0.091,0.088,0.349,0.428,0.091,0.087,0.087,0.1,0.089,0.088,0.349,0.414,0.092,0.088,0.087,0.099,0.089,0.088,0.343,0.427,0.092,0.088,0.087,0.091,0.087,0.087,0.088,0.088,0.088,0.088,
1510,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.103,0.091,0.088,0.385,0.536,0.092,0.088,0.087,0.102,0.091,0.088,0.358,0.44,0.091,0.087,0.087,0.1,0.089,0.089,0.355,0.425,0.092,0.088,0.087,0.099,0.089,0.088,0.352,0.439,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1520,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.103,0.091,0.088,0.393,0.552,0.092,0.088,0.087,0.102,0.091,0.088,0.366,0.453,0.091,0.088,0.087,0.101,0.089,0.09,0.366,0.438,0.092,0.088,0.087,0.1,0.089,0.088,0.361,0.452,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1530,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.104,0.091,0.088,0.404,0.567,0.092,0.088,0.087,0.103,0.091,0.087,0.374,0.467,0.091,0.088,0.087,0.101,0.089,0.089,0.372,0.45,0.092,0.088,0.087,0.1,0.088,0.088,0.369,0.466,0.092,0.088,0.087,0.091,0.087,0.087,0.088,0.088,0.088,0.088,
1540,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.104,0.091,0.088,0.414,0.585,0.092,0.088,0.087,0.103,0.091,0.088,0.383,0.48,0.091,0.087,0.087,0.101,0.089,0.089,0.383,0.463,0.092,0.088,0.087,0.1,0.089,0.088,0.378,0.479,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1550,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.104,0.091,0.088,0.425,0.6,0.092,0.088,0.087,0.103,0.091,0.088,0.394,0.495,0.091,0.087,0.087,0.102,0.089,0.089,0.393,0.477,0.092,0.088,0.087,0.1,0.089,0.088,0.388,0.493,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1560,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.105,0.091,0.088,0.436,0.609,0.092,0.088,0.087,0.104,0.091,0.088,0.403,0.51,0.091,0.087,0.088,0.102,0.089,0.089,0.4,0.491,0.092,0.088,0.087,0.101,0.089,0.088,0.397,0.508,0.092,0.089,0.087,0.091,0.087,0.087,0.088,0.088,0.088,0.088,
1570,0.087,0.087,0.089,0.086,0.086,0.088,0.087,0.087,0.086,0.105,0.09,0.088,0.448,0.613,0.092,0.088,0.087,0.104,0.091,0.087,0.416,0.524,0.09,0.087,0.087,0.103,0.089,0.089,0.412,0.505,0.092,0.087,0.087,0.101,0.088,0.088,0.407,0.523,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1580,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.105,0.091,0.088,0.46,0.616,0.092,0.088,0.087,0.105,0.091,0.088,0.426,0.539,0.091,0.087,0.087,0.103,0.089,0.089,0.421,0.52,0.093,0.088,0.087,0.101,0.089,0.088,0.418,0.538,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1590,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.106,0.091,0.088,0.472,0.621,0.093,0.088,0.087,0.105,0.091,0.088,0.438,0.556,0.091,0.087,0.087,0.103,0.089,0.089,0.438,0.536,0.092,0.088,0.087,0.102,0.089,0.088,0.429,0.556,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1600,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.106,0.091,0.088,0.486,0.626,0.093,0.088,0.087,0.105,0.091,0.088,0.447,0.573,0.091,0.087,0.087,0.104,0.089,0.089,0.445,0.553,0.092,0.087,0.087,0.102,0.089,0.088,0.44,0.57,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1610,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.107,0.091,0.088,0.498,0.631,0.093,0.088,0.087,0.106,0.091,0.087,0.459,0.58,0.091,0.087,0.087,0.104,0.089,0.089,0.457,0.567,0.092,0.088,0.093,0.102,0.089,0.088,0.452,0.578,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1620,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.107,0.091,0.088,0.512,0.639,0.093,0.088,0.087,0.106,0.091,0.088,0.471,0.582,0.091,0.087,0.087,0.105,0.089,0.089,0.468,0.573,0.092,0.088,0.087,0.103,0.089,0.088,0.459,0.583,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1630,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.108,0.09,0.088,0.526,0.645,0.093,0.088,0.087,0.107,0.091,0.087,0.484,0.585,0.091,0.087,0.087,0.105,0.089,0.089,0.482,0.575,0.092,0.088,0.087,0.103,0.088,0.088,0.473,0.587,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1640,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.108,0.091,0.088,0.539,0.652,0.092,0.088,0.087,0.108,0.091,0.087,0.497,0.587,0.091,0.087,0.087,0.106,0.089,0.089,0.493,0.578,0.092,0.088,0.087,0.104,0.088,0.088,0.483,0.592,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1650,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.109,0.091,0.088,0.555,0.658,0.093,0.088,0.087,0.108,0.091,0.088,0.51,0.59,0.091,0.087,0.087,0.106,0.089,0.089,0.507,0.581,0.092,0.088,0.088,0.104,0.088,0.088,0.495,0.596,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1660,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.109,0.091,0.088,0.572,0.663,0.092,0.088,0.087,0.109,0.091,0.087,0.524,0.595,0.091,0.087,0.087,0.107,0.089,0.089,0.521,0.584,0.092,0.088,0.088,0.105,0.088,0.088,0.508,0.603,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1670,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.11,0.091,0.088,0.583,0.668,0.092,0.088,0.087,0.109,0.091,0.087,0.54,0.599,0.091,0.087,0.087,0.107,0.089,0.088,0.536,0.589,0.092,0.088,0.088,0.105,0.088,0.088,0.524,0.608,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1680,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.111,0.091,0.088,0.587,0.674,0.093,0.088,0.087,0.11,0.09,0.088,0.557,0.604,0.091,0.087,0.087,0.108,0.089,0.088,0.553,0.593,0.092,0.088,0.088,0.106,0.088,0.088,0.538,0.614,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1690,0.087,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.086,0.111,0.091,0.088,0.59,0.679,0.092,0.088,0.087,0.111,0.09,0.087,0.563,0.608,0.091,0.087,0.087,0.108,0.089,0.088,0.558,0.597,0.092,0.088,0.087,0.106,0.088,0.088,0.555,0.62,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1700,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.112,0.091,0.088,0.594,0.684,0.093,0.088,0.087,0.111,0.09,0.088,0.565,0.612,0.091,0.087,0.087,0.109,0.089,0.089,0.561,0.601,0.092,0.088,0.087,0.107,0.088,0.088,0.565,0.625,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1710,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.113,0.091,0.088,0.602,0.689,0.093,0.088,0.087,0.112,0.09,0.087,0.568,0.617,0.091,0.087,0.087,0.11,0.089,0.089,0.564,0.606,0.092,0.088,0.087,0.107,0.088,0.088,0.567,0.631,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1720,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.114,0.091,0.088,0.607,0.696,0.093,0.088,0.087,0.113,0.09,0.088,0.573,0.621,0.091,0.088,0.088,0.111,0.089,0.089,0.567,0.609,0.092,0.088,0.087,0.108,0.088,0.088,0.572,0.636,0.092,0.088,0.087,0.091,0.087,0.086,0.088,0.088,0.088,0.088,
1730,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.115,0.091,0.088,0.613,0.699,0.093,0.088,0.087,0.113,0.09,0.088,0.579,0.625,0.091,0.087,0.088,0.111,0.089,0.089,0.573,0.613,0.092,0.088,0.087,0.108,0.088,0.088,0.578,0.642,0.093,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1740,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.115,0.091,0.088,0.619,0.704,0.093,0.088,0.087,0.114,0.09,0.088,0.583,0.629,0.091,0.087,0.087,0.112,0.089,0.089,0.578,0.618,0.092,0.088,0.088,0.109,0.089,0.088,0.584,0.648,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1750,0.087,0.087,0.091,0.086,0.086,0.088,0.087,0.087,0.086,0.116,0.091,0.088,0.624,0.708,0.093,0.088,0.087,0.115,0.09,0.088,0.587,0.633,0.091,0.087,0.087,0.113,0.089,0.089,0.582,0.621,0.092,0.088,0.087,0.11,0.089,0.088,0.59,0.653,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1760,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.116,0.091,0.088,0.629,0.713,0.093,0.088,0.087,0.116,0.09,0.088,0.591,0.636,0.091,0.087,0.087,0.114,0.089,0.088,0.587,0.625,0.092,0.088,0.087,0.111,0.089,0.088,0.596,0.658,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1770,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.117,0.091,0.088,0.632,0.716,0.093,0.088,0.087,0.117,0.09,0.088,0.596,0.641,0.091,0.087,0.087,0.115,0.089,0.088,0.591,0.63,0.092,0.088,0.087,0.111,0.089,0.088,0.601,0.663,0.092,0.088,0.087,0.091,0.087,0.086,0.088,0.088,0.088,0.088,
1780,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.118,0.091,0.088,0.636,0.72,0.093,0.088,0.087,0.117,0.09,0.088,0.599,0.644,0.091,0.087,0.087,0.116,0.089,0.088,0.594,0.633,0.093,0.088,0.088,0.112,0.089,0.088,0.607,0.668,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1790,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.119,0.091,0.088,0.638,0.724,0.093,0.088,0.087,0.118,0.09,0.087,0.603,0.648,0.091,0.087,0.087,0.116,0.089,0.088,0.598,0.637,0.093,0.088,0.087,0.113,0.089,0.088,0.61,0.672,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1800,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.12,0.091,0.088,0.639,0.727,0.093,0.088,0.087,0.119,0.09,0.087,0.606,0.652,0.091,0.087,0.087,0.117,0.089,0.088,0.602,0.64,0.092,0.088,0.087,0.114,0.089,0.088,0.615,0.676,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1810,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.121,0.091,0.088,0.638,0.73,0.093,0.088,0.087,0.12,0.09,0.087,0.609,0.656,0.091,0.087,0.087,0.118,0.089,0.088,0.604,0.644,0.093,0.088,0.087,0.114,0.089,0.088,0.618,0.68,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1820,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.122,0.091,0.088,0.639,0.734,0.093,0.088,0.087,0.122,0.09,0.087,0.611,0.659,0.091,0.087,0.087,0.119,0.089,0.089,0.606,0.648,0.092,0.088,0.087,0.115,0.089,0.088,0.62,0.684,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1830,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.123,0.091,0.088,0.636,0.736,0.093,0.088,0.087,0.122,0.09,0.087,0.612,0.663,0.091,0.087,0.087,0.12,0.089,0.089,0.608,0.652,0.092,0.088,0.087,0.116,0.09,0.088,0.621,0.688,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1840,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.125,0.091,0.088,0.635,0.739,0.093,0.088,0.087,0.123,0.09,0.087,0.614,0.666,0.091,0.087,0.088,0.121,0.089,0.089,0.609,0.655,0.092,0.088,0.087,0.117,0.09,0.088,0.622,0.691,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1850,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.125,0.091,0.088,0.634,0.74,0.093,0.088,0.087,0.125,0.09,0.087,0.614,0.668,0.091,0.087,0.088,0.122,0.089,0.089,0.609,0.658,0.092,0.088,0.087,0.118,0.09,0.089,0.621,0.695,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1860,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.126,0.091,0.088,0.634,0.742,0.093,0.088,0.087,0.126,0.09,0.087,0.615,0.671,0.091,0.087,0.088,0.123,0.089,0.088,0.609,0.661,0.092,0.088,0.087,0.119,0.09,0.089,0.619,0.699,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1870,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.128,0.09,0.088,0.634,0.742,0.093,0.088,0.087,0.127,0.09,0.087,0.615,0.675,0.091,0.087,0.087,0.125,0.089,0.088,0.609,0.664,0.092,0.088,0.088,0.12,0.09,0.089,0.618,0.701,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1880,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.129,0.091,0.088,0.635,0.742,0.093,0.088,0.087,0.129,0.09,0.087,0.614,0.677,0.091,0.087,0.088,0.126,0.089,0.088,0.608,0.666,0.092,0.088,0.087,0.121,0.09,0.089,0.617,0.705,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1890,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.133,0.091,0.088,0.636,0.741,0.093,0.088,0.087,0.13,0.09,0.087,0.612,0.679,0.091,0.087,0.088,0.127,0.089,0.088,0.608,0.669,0.092,0.088,0.088,0.122,0.09,0.089,0.616,0.706,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1900,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.132,0.09,0.088,0.637,0.739,0.093,0.088,0.087,0.131,0.09,0.087,0.612,0.681,0.091,0.088,0.087,0.128,0.088,0.088,0.606,0.672,0.092,0.088,0.087,0.123,0.089,0.089,0.616,0.709,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1910,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.134,0.091,0.088,0.639,0.738,0.092,0.088,0.087,0.132,0.09,0.087,0.612,0.685,0.091,0.087,0.087,0.13,0.088,0.088,0.606,0.675,0.092,0.088,0.09,0.124,0.09,0.089,0.617,0.71,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
1920,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.135,0.091,0.089,0.642,0.736,0.093,0.088,0.087,0.134,0.09,0.087,0.611,0.687,0.091,0.087,0.088,0.131,0.089,0.088,0.606,0.677,0.092,0.088,0.088,0.126,0.09,0.089,0.618,0.71,0.092,0.088,0.087,0.09,0.087,0.087,0.089,0.088,0.088,0.088,
1930,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.137,0.091,0.088,0.644,0.734,0.093,0.088,0.087,0.136,0.09,0.087,0.611,0.689,0.091,0.087,0.088,0.133,0.089,0.088,0.607,0.679,0.092,0.088,0.087,0.127,0.089,0.089,0.621,0.709,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1940,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.139,0.091,0.089,0.646,0.732,0.093,0.088,0.087,0.137,0.09,0.087,0.612,0.692,0.091,0.087,0.087,0.134,0.088,0.088,0.606,0.681,0.092,0.088,0.087,0.129,0.09,0.089,0.622,0.709,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1950,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.14,0.091,0.088,0.648,0.73,0.093,0.088,0.087,0.139,0.09,0.087,0.613,0.694,0.091,0.087,0.087,0.136,0.088,0.088,0.607,0.683,0.092,0.088,0.087,0.13,0.09,0.089,0.624,0.708,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1960,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.142,0.091,0.088,0.65,0.727,0.093,0.088,0.087,0.141,0.09,0.088,0.613,0.695,0.091,0.087,0.088,0.137,0.088,0.088,0.608,0.685,0.092,0.088,0.087,0.131,0.09,0.089,0.626,0.706,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1970,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.144,0.091,0.089,0.651,0.726,0.093,0.088,0.087,0.143,0.09,0.087,0.615,0.696,0.091,0.087,0.087,0.139,0.089,0.088,0.609,0.687,0.092,0.088,0.088,0.133,0.09,0.089,0.628,0.705,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1980,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.146,0.091,0.089,0.652,0.726,0.093,0.088,0.087,0.144,0.09,0.087,0.615,0.698,0.091,0.087,0.087,0.141,0.089,0.088,0.611,0.689,0.092,0.088,0.087,0.134,0.089,0.088,0.63,0.702,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
1990,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.148,0.091,0.089,0.653,0.724,0.093,0.088,0.087,0.146,0.09,0.087,0.616,0.699,0.091,0.087,0.088,0.143,0.089,0.088,0.611,0.689,0.092,0.088,0.087,0.136,0.089,0.088,0.632,0.701,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2000,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.149,0.091,0.089,0.655,0.724,0.093,0.088,0.087,0.149,0.09,0.087,0.618,0.7,0.091,0.087,0.088,0.145,0.089,0.088,0.612,0.691,0.092,0.088,0.087,0.138,0.089,0.089,0.633,0.7,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2010,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.152,0.091,0.089,0.656,0.725,0.092,0.088,0.087,0.151,0.09,0.087,0.619,0.701,0.091,0.088,0.087,0.147,0.089,0.088,0.614,0.692,0.092,0.088,0.094,0.139,0.089,0.088,0.635,0.698,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2020,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.155,0.09,0.089,0.656,0.725,0.093,0.088,0.087,0.153,0.09,0.088,0.62,0.701,0.091,0.088,0.087,0.15,0.089,0.088,0.614,0.693,0.092,0.088,0.097,0.141,0.089,0.088,0.637,0.696,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2030,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.086,0.158,0.091,0.089,0.656,0.725,0.093,0.088,0.087,0.156,0.09,0.087,0.621,0.701,0.091,0.088,0.087,0.152,0.089,0.088,0.616,0.693,0.092,0.088,0.088,0.143,0.089,0.088,0.637,0.696,0.092,0.088,0.087,0.091,0.087,0.087,0.088,0.088,0.088,0.088,
2040,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.16,0.091,0.089,0.657,0.727,0.093,0.088,0.087,0.158,0.09,0.087,0.622,0.701,0.091,0.088,0.087,0.154,0.089,0.088,0.617,0.694,0.092,0.088,0.088,0.145,0.089,0.088,0.638,0.695,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2050,0.087,0.087,0.092,0.086,0.086,0.089,0.088,0.087,0.087,0.163,0.091,0.089,0.658,0.728,0.093,0.088,0.087,0.161,0.09,0.087,0.623,0.701,0.091,0.088,0.087,0.156,0.088,0.088,0.618,0.694,0.092,0.088,0.087,0.147,0.089,0.088,0.64,0.695,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2060,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.166,0.091,0.089,0.658,0.729,0.093,0.088,0.087,0.163,0.09,0.087,0.624,0.7,0.091,0.088,0.087,0.159,0.088,0.088,0.618,0.692,0.092,0.088,0.087,0.149,0.089,0.088,0.639,0.694,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2070,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.167,0.091,0.09,0.659,0.731,0.093,0.088,0.087,0.166,0.09,0.088,0.625,0.701,0.091,0.087,0.087,0.162,0.088,0.088,0.62,0.693,0.092,0.088,0.088,0.151,0.089,0.088,0.64,0.695,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.087,0.088,0.088,
2080,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.172,0.091,0.09,0.66,0.732,0.093,0.088,0.087,0.169,0.09,0.087,0.625,0.699,0.091,0.087,0.087,0.166,0.088,0.088,0.621,0.693,0.092,0.088,0.088,0.153,0.089,0.088,0.641,0.696,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.088,0.088,
2090,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.173,0.091,0.09,0.661,0.734,0.093,0.088,0.087,0.175,0.09,0.087,0.626,0.698,0.091,0.087,0.087,0.167,0.088,0.088,0.619,0.691,0.092,0.088,0.088,0.156,0.089,0.088,0.641,0.697,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2100,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.174,0.091,0.09,0.662,0.736,0.093,0.088,0.087,0.178,0.09,0.087,0.626,0.698,0.091,0.087,0.087,0.169,0.088,0.088,0.621,0.691,0.092,0.088,0.087,0.158,0.089,0.088,0.642,0.698,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2110,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.177,0.091,0.09,0.663,0.738,0.093,0.088,0.087,0.181,0.09,0.087,0.627,0.698,0.091,0.088,0.087,0.172,0.088,0.088,0.622,0.69,0.092,0.088,0.088,0.161,0.089,0.088,0.642,0.699,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
